
117036910009	2021-12-28 12:03:03	ProjectAttack	
117036910009	2021-12-28 12:03:58	ProjectAttack	
117036910009	2021-12-28 12:04:50	Project_Attack	
117036910009	2021-12-28 12:15:08	ProjectAttack	54.98903338528795

117036910009	2021-12-28 12:50:11	Project_Attack	
117036910009	2021-12-28 12:50:34	Project_Attack	
117036910009	2021-12-28 12:51:34	Project_Attack	55.64585818034074

117036910009	2021-12-28 14:13:34	Project_Attack	55.382611583838596

117036910009	2021-12-28 14:15:08	Project_Attack	42.18880559418366

117036910009	2021-12-28 14:19:10	Project_Attack	67.87395517279704

117036910009	2021-12-28 14:24:13	Project_Attack	67.86255355546406

117036910009	2021-12-28 14:25:20	Project_Attack	
117036910009	2021-12-28 14:28:38	Project_Attack	70.19912873449789
